author	bookid	bpoids	genres	htrcids	subjects	title	pubdate
Chesterton Cecil	B1893	{3230095}		{'yale.39002009568800'}	{'Charles', '1630-1685', 'King of England', '1650-1687', 'II', 'Gwyn, Nell'}	Nell Gwyn	1912
Merrick Leonard	B5300	{8985969, 6810419}		{'mdp.39015059371875'}	{'Great Britain', 'Theater'}	Conrad in quest of his youth an extravagance of temperament	1911
Grant Watson Elliot L Elliot Lovegood	B3298	{3216456}		{'uc2.ark+=13960=t9c53mc0x'}		Shadow and sunlight	1922
Hope Anthony	B4120	{3166777}		{'uva.x000896627'}		The prisoner of Zenda	1896
Barr Amelia Edith Huddleston	B584	{9109919}		{'nyp.33433074833413'}	{'American fiction'}	Playing with fire	1914
Queen of Great Britain Victoria	B6865	{6721267, 8736364}	{'ContainsBiogMaterial'}	{'uva.x000425323'}		More leaves from the journal o	1884
Judd Sylvester	B4455	{9160466}		{'mdp.39015012368737', 'nyp.33433076067986'}		Margaret A tale of the real an	1845
Cullum Ridgwell	B1915	{3214227}		{'nyp.33433074954615'}		The triumph of John Kars a sto	1917
Erckmann Emile	B2584	{8516041}		{'nyp.33433075818033'}		The story of the plébiscite	1872
Brady Cyrus Townsend	B854	{3204358}		{'uc2.ark+=13960=t10p0zd2w'}		The island of the stairs	1913
Brebner Percy James	B627	{3214705}		{'nyp.33433074929336'}		Christopher Quarles  college professor and master detective	1914
Kelty Mary Ann	B4530	{4697676}		{'njp.32101068971108', 'njp.32101068971082', 'njp.32101068971090'}		The story of Isabel by the author of The favourite of nature  c	1826
Boccaccio Giovanni	B1256	{8867185}		{'uc1.32106005941700', 'uc1.$b243734'}		The Decameron of Giovanni Bocc	1884
Chambers Robert W Robert William	B1457	{3198855}		{'njp.32101068165537'}		Ailsa Paige  a novel	1910
Robinson Stephen T	B7199	{3214226}		{'uc2.ark+=13960=t5j960r3t'}		The shadow of the war	1884
Rising Lawrence	B7121	{3203164}		{'uc2.ark+=13960=t7cr5qb2r'}		She who was Helena Cass	1920
Nicholson Meredith	B6164	{6864608, 3183724}		{'uc2.ark+=13960=t80k27f3s'}		The siege of the seven suitors	1910
Le Queux William	B4972	{8895851}		{'uc2.ark+=13960=t5z60j23w'}		The hunchback of Westminster	1904
Frederic Harold	B2951	{3171826}		{'mdp.39015063551470'}		Mrs Albert Grundy observations	1896
Grant James	B3445	{8676479}		{'coo.31924013459437'}		The secret dispatch a novel	1875
Fenn George Manville	B2759	{8833096}		{'nyp.33433075727101'}	{'English fiction'}	Cursed by a fortune	1897
Coppard A E Alfred Edgar	B1343	{3225925}		{'inu.32000009218126'}		Count Stefan	1928
Sinclair May	B7510	{2441754, 3215901}		{'nyp.33433075765267'}		Mr Waddington of Wyck	1921
Boyd Archibald	B508	{2551361}		{'njp.32101067630267', 'njp.32101067630259', 'njp.32101067630275'}		The Duchess or Womans love and womans hate  A romance	1850
Hawthorne Nathaniel	B3990	{6798784}	{'Juvenile audience', 'Bibliographies', 'Juvenile works'}	{'mdp.39015019185464', 'uva.x030444610'}	{'Mythology, Classical', 'Juvenile literature'}	A Wonder book for girls and boys	1851
Lee Holme	B4896	{8662539}		{'uiuo.ark+=13960=t1jh44z6t', 'uiuo.ark+=13960=t8df7bc8s', 'uc1.b3136622'}		Warp and woof or The reminiscences of Doris Fletcher	1861
QuillerCouch Arthur Thomas Sir	B6872	{6837451}		{'uc2.ark+=13960=t6057g755'}		Shakespeares Christmas and oth	1905
Hewlett Maurice Henry	B3581	{2442707}		{'mdp.39015063923471'}		Brazenhead the Great	1911
Lowndes Marie Belloc	B4959	{6754761, 8831946, 9043108, 3173404, 6802341}		{'uc2.ark+=13960=t4xg9ft33'}		The uttermost farthing	1909
Hergesheimer Joseph	B3828	{3209999}		{'uc1.b3688358'}		The three black Pennys a novel	1917
Grahame Kenneth	B2986	{3154707}		{'mdp.39015001797649'}		Pagan papers	1894
Daniel	B2389	{9457474, 4932803, 4846155}		{'uiuo.ark+=13960=t6251zv5c', 'uiuo.ark+=13960=t4qj7s111', 'uiuo.ark+=13960=t6931637v'}		Reaping the whirlwind A novel	1864
Yezierska Anzia	B9006	{3227787}		{'njp.32101067487551'}		Salome of the tenements	1923
Collins Wilkie	B1946	{8691054}		{'uc1.32106001931747'}		Poor Miss Finch a domestic sto	1889
Keightley S R Samuel Robert	B4556	{6798490}		{'nyp.33433074871686'}	{'English fiction'}	A man of millions	1901
Reade Charles	B7210	{8690225, 8597618}		{'nnc1.cu01364731'}		A terrible temptation The jilt	1884
Sala George Augustus	B7748	{4849063}		{'uiuo.ark+=13960=t3126j49n', 'uc2.ark+=13960=t9c53gz59', 'uiuo.ark+=13960=t8df7d82c'}		The strange adventures of Captain Dangerous	1863
Sidgwick Alfred Mrs	B7527	{3256342}		{'nyp.33433076026917'}		Lessers daughter	1894
Langer Angela	B4805	{6836560}		{'nyp.33433074873294'}		Rue and roses	1913
Alexander Mrs	B66	{3159247}		{'nyp.33433074850185'}		The snare of the fowler	1892
Niven Frederick	B6152	{2447072, 3166258, 9061285, 6705038}		{'uc2.ark+=13960=t49p2z95c'}		The island Providence	1910
Heney Thomas William	B4163	{9206096}		{'pst.000006676582'}		The girl at Birrells  a pastor	1896
Wilson Harry Leon	B8661	{3208292}		{'nyp.33433076063050'}	{'Cowboys'}	Ma Pettengill	1919
Sharp Evelyn	B7850	{3185657, 8847887, 6655622, 6770455}		{'nyp.33433082270111'}		The making of a schoolgirl	1897
Bray Anna Eliza Mrs	B1162	{4692036}		{'njp.32101067629939', 'njp.32101067629947'}		De Foix or Sketches of the man	1826
Curtis George William	B2014	{8634570}		{'mdp.39015063545357'}		Prue  I	1892
Adams Charles	B235	{4695496, 8253514}		{'nyp.33433082175609'}		The adventures of my Cousin Sm	1856
Birchenough Mrs	B301	{8979017, 3168499}		{'coo.31924013435007'}		Potsherds	1899
Maclaren Ian	B5682	{6654529, 8835034}		{'uc2.ark+=13960=t1bk1bz5h'}		Kate Carnegie and those minist	1896
Fletcher J S Joseph Smith	B2918	{9053821}		{'nyp.33433075728539'}		Mothers in Israel a study in r	1908
Meredith George	B5339	{8513352}	{'Bibliographies'}	{'mdp.49015002138056', 'nyp.33433076078355', 'nyp.33433074890074', 'uc1.$b440825', 'mdp.49015002138064', 'uc1.$b440826'}	{'English fiction'}	The adventures of Harry Richmo	1889
Bell John	B1002	{8951701}		{'uc2.ark+=13960=t9w09303f'}		In the shadow of the bush	1899
Hatton Joseph	B4136	{9166680}		{'uiuo.ark+=13960=t64464x41'}		The Tallants of Barton	1867
Sutcliffe Halliwell	B7937	{9451828}		{'nyp.33433075754790'}		Priscilla of the Good Intent a	1909
Raymond Adolphus	B7119	{3218698}		{'uc2.ark+=13960=t78s4pv3k'}		Amongst the aristocracy of the Ghetto les nouveaux riches	1921
Lee Holme	B5021	{9166288}		{'uiuo.ark+=13960=t1hh75f1x', 'uiuo.ark+=13960=t46q2m09j'}		Mr Wynyards ward	1867
Trollope Anthony	B8030	{8497293, 9437462}		{'mdp.39015005889996'}	{'Christianity', 'Czech Republic', 'Relations', 'Interfaith marriage', '19th century', 'Judaism', 'Social life and customs', 'Prague', 'History'}	Nina Balatka the story of a maiden of Prague	1867
Holmes Oliver Wendell	B4172	{6717360}	{'ContainsBiogMaterial'}	{'uc2.ark+=13960=t1mg7g308'}		A mortal antipathy	1885
Morris William	B5364	{6709241}	{'Bibliographies'}	{'njp.32101068155330'}		The roots of the mountains  wherein is told somewhat of the lives of the men of Burgdale their friends their neighbours their foemen and their fellows in arms	1890
Wells H G Herbert George	B8569	{6790521}		{'njp.32101068605904', 'njp.32101068605896'}	{'Orphans', 'Bildungsromans'}	Kipps the story of a simple soul	1905
Homer	B4064	{8922201}		{'uva.x000303342'}		The Odyssey of Homer done into	1888
Omar Khayyam	B6333	{8845007, 3146967}		{'uc1.b4033255'}		Rubaiyat of Omar Khayyam	1889
Linton E Lynn Elizabeth Lynn	B5149	{8701509}		{'dul1.ark+=13960=t59c7j35s'}		The true history of Joshua Dav	1873
Hurst Fannie	B3543	{2449522}		{'mdp.39015031325999'}		Appassionata	1926
Lee Charles	B4995	{8851690, 3173693}		{'uc2.ark+=13960=t8qb9xs77'}	{'English fiction'}	Paul Carah Cornishman	1898
Westrup Margaret	B8563	{6796820}		{'njp.32101065597682'}		Elizabeths children	1903
Bulfinch Thomas	B1161	{3217311}		{'uva.x000467597'}		King Arthur and his knights Th	1867
Veitch Sophie F F	B8408	{8677864}		{'uiuo.ark+=13960=t1tf0gc73', 'uiuo.ark+=13960=t13n2tm28', 'uiuo.ark+=13960=t1gj05f38'}		Wise as a serpent	1869
De Sélincourt Hugh	B2232	{2438670}		{'nyp.33433074959788', 'uc2.ark+=13960=t1wd3qh2s'}		Nine tales	1917
Brown Oliver Madox	B1300	{6552281, 9237628}		{'mdp.39015005616654', 'mdp.39015005616647'}		The Dwale bluth Hebditchs lega	1874
Braddon M E Mary Elizabeth	B1015	{8525567}		{'uiuo.ark+=13960=t19k4w11x', 'uiuo.ark+=13960=t4vh62w7z', 'uiuo.ark+=13960=t1bk1x14z'}		Lost for love	1874
Strangford George Augustus Frederick Percy Sydney Smythe	B7784	{8581915}		{'uiuo.ark+=13960=t5gb2r53h', 'uiuo.ark+=13960=t4gm8v82c', 'uiuo.ark+=13960=t22b9nv4t'}		Angela Pisani	1875
Curtois Margaret Anne	B1860	{8807330}		{'uiuo.ark+=13960=t89g60k4f', 'uiuo.ark+=13960=t7zk5pn7b'}		The romance of a country	1893
Fletcher Miriam	B2949	{8640633}		{'nyp.33433074797667', 'nyp.33433074797659'}		The Methodist or Incidents and	1859
Countess of Blessington Marguerite	B1514	{8888176, 6150476}		{'nyp.33433074929716', 'nyp.33433074929724'}	{'English fiction'}	The victims of society	1837
Tincker Mary Agnes	B8133	{8820661}		{'nyp.33433076086002'}		Signor Monaldinis niece	1879
Reynolds George W M George William MacArthur	B7232	{2862166}		{'uc1.b000672436'}		The mysteries of London contai	1879
Trollope Thomas Adolphus	B8291	{8530442}		{'uiuo.ark+=13960=t3223k548', 'uiuo.ark+=13960=t1jh46z6n', 'uiuo.ark+=13960=t3pv75696'}		A family party in the piazza o	1877
Tolstoy Leo graf	B8063	{3224978}		{'miun.aem5987.0001.001'}		Anna Karenina a novel	1910
Bedel Maurice	B740	{2449946}		{'uc1.$b168967'}		Molinoff or The count in the kitchen	1929
Gregg Hilda Caroline	B3365	{8839447, 6654007}		{'nyp.33433074859707'}		An uncrowned king  a romance o	1896
Bennett Arnold	B610	{2438309}		{'nyp.33433074926472'}		The lions share	1916
Mordaunt Elinor	B5518	{6870400}		{'nyp.33433074915913'}		Lu of the Ranges	1913
Sutherland Joan	B7733	{3293256}		{'uc2.ark+=13960=t87h1h26q'}		The edge of empire	1916
Lee Holme	B5018	{8966597}		{'uiuo.ark+=13960=t8jd5fz3c', 'uiuo.ark+=13960=t1cj90c7q', 'uiuo.ark+=13960=t87h25w57'}		This workaday world	1875
MacLennan M C Malcolm Cameron	B5470	{8797323}		{'nyp.33433074896147'}	{'Scottish authors', 'English fiction'}	Benoni Blake MD surgeon at Glenaldie	1871
Frost Walter Archer	B2868	{6806848}		{'uc2.ark+=13960=t6d21rz4t'}		The man between	1913
Miln Louise Jordan Mrs	B6011	{3164893}		{'njp.32101064994773'}		When we were strolling players	1894
Penny F E Fanny Emily	B6615	{3179188}		{'uc1.31158011377834'}		Love in a palace	1915
Garland Hamlin	B3172	{3219056}	{'Autobiography'}	{'nyp.33433082405808'}	{'Northeastern States', 'Frontier and pioneer life', 'Northwestern States'}	A son of the middle border	1917
Church Richard	B1341	{2488177, 3236631}		{'inu.32000005558061'}		High summer	1932
Grossi Tommaso	B3052	{6180201, 6103358, 4447607}		{'njp.32101055952186'}	{'Visconti, Marco', 'd. 1329', 'History', '1268-1492'}	Marco Visconti from the Italia	1845
Brock Carey Mrs	B634	{8676852}		{'nyp.33433074930466'}		James Gordons wife A novel	1871
Newbigging Thomas	B6167	{3217085}		{'uc2.ark+=13960=t9k35vq9k'}	{'English wit and humor'}	Lancashire humour	1901
Beck Edward	B1253	{8997521, 5166457}		{'uc1.$b271263'}		A packet of seeds saved by an 	1861
Gunter Archibald Clavering	B3155	{8804055}		{'nyp.33433076088214'}		Baron Montez of Panama and Paris a novel	1892
Gale Norman	B3099	{3167209}		{'nyp.33433074855408'}	{'English fiction'}	A June romance	1894
AshbySterry J Joseph	B91	{8839618, 6771918}		{'nyp.33433074947924'}		A tale of the Thames	1896
Zangwill Israel	B9090	{3161430}		{'uc2.ark+=13960=t8rb6xq61'}		The King of Schnorrers	1893
Reade Charles	B7182	{6739691}		{'uva.x030750990'}		Selections from the works of Charles Reade	1884
Lee Hannah Farnham Sawyer	B4983	{9419296}		{'uc2.ark+=13960=t7fq9sb0d'}		Three experiments of living	1837
Marks Mary A M	B5845	{8537970}		{'uiuo.ark+=13960=t46q2gj16', 'uiuo.ark+=13960=t54f29n2v', 'uiuo.ark+=13960=t42r4bz28'}		All the worlds a stage	1879
Horlick Jittie	B3724	{6866939}		{'nyp.33433074876412'}	{'English fiction'}	Jewels in brass	1913
Brady Cyrus Townsend	B1306	{8976650}		{'nyp.33433074797915'}		The sword hand of Napoleon a r	1914
Pemberton Max Sir	B6540	{6655170, 3159461}		{'nyp.33433075766141'}		A gentlemans gentleman  being certain pages from the life and strange adventures of Sir Nicolas Steele Bart as related by his valet Hildebrand Bigg	1896
Lawless Emily	B4952	{9221978, 6768628, 3187486}		{'uc2.ark+=13960=t3kw59x2j'}		Traits and confidences	1898
Deeping Warwick	B2090	{3166978, 8928694}		{'coo.31924013604990'}		The lame Englishman	1910
Ayscough John	B92	{3210222}		{'nyp.33433074950050'}		Abbotscourt	1920
Sandström Flora	B7817	{3241146}		{'umn.31951002104240e'}		Let me go	1933
Reid Mayne	B7280	{2878807}		{'uc2.ark+=13960=t3gx4dg4z'}		The white gauntlet	1883
Smith Bertram	B7408	{3213440}		{'mdp.39015063964483'}		Crashie Howe a hill parish	1918
Yonge Charlotte M Charlotte Mary	B9058	{9429502}		{'pst.000006723705'}		The prince and the page  a sto	1881
Gosse Edmund	B3175	{6815004}	{'Biography'}	{'nyp.33433082421565'}	{'1849-1928', '1810-1888', 'Gosse, Edmund', 'Gosse, Philip Henry'}	Father and son  a study of two temperaments	1907
Zagoskin M N Mikhail Nikolaevich	B9083	{5806659}		{'hvd.32044050502020', 'hvd.32044050502038'}		The young Muscovite or The Pol	1834
Gaunt Mary	B3269	{9050617}		{'uc2.ark+=13960=t58d0127g'}	{'Description and travel', 'Africa, West'}	Alone in West Africa	1912
Osborne William Hamilton	B6310	{9378865}		{'nyp.33433076024037'}		The blue buckle	1914
Ebers Georg	B2542	{6675108}		{'coo.31924082676101', 'mdp.39015058474001'}		Uarda a romance of ancient Egypt	1877
Du Chaillu Paul B Paul Belloni	B2308	{8686068}		{'uc2.ark+=13960=t09w0hq3m'}	{'Description and travel', 'Africa, West', 'Description and travel. [from old catalog]'}	My Apingi kingdom with life in the great Sahara	1870
Norris W E William Edward	B6173	{3161856}		{'uiuo.ark+=13960=t6c25g27h', 'uiuo.ark+=13960=t10p1mt7x'}	{'English fiction'}	Saint Anns	1894
Oppenheim E Phillips Edward Phillips	B6302	{3218884}		{'nyp.33433075745004'}		The profiteers	1921
Jolly Emily	B4276	{9158761, 8714795}		{'uiuo.ark+=13960=t0ht34m31', 'uiuo.ark+=13960=t71v6158f', 'nyp.33433074865274'}	{'English fiction', 'Fiction, English'}	Bond and free	1860
Cable George Washington	B1353	{6733304}		{'mdp.39015005354504'}	{'History', 'Civil War, 1861-1865'}	Strange true stories of Louisiana	1889
Caruthers William Alexander	B2042	{6182667}		{'nyp.33433081890901', 'nyp.33433081890919'}		The cavaliers of Virginia  or 	1834
Gibbon Charles	B3318	{8504480, 4382821, 2715420, 8678229}		{'uiuo.ark+=13960=t6k07g132', 'uiuo.ark+=13960=t3cz3kz69', 'uiuo.ark+=13960=t3611dm26'}		Robin Gray	1869
Harte Bret	B3804	{3265551}		{'uc1.b3123747'}	{'Western stories', 'American fiction'}	Tales of trail and town	1890
Scargill William Pitt	B7563	{8417644}		{'uc1.$b250366', 'uiuo.ark+=13960=t7qn6rm83', 'uc1.$b250367'}		Tales of my time	1829
Crofts Freeman Wills	B2067	{3238058}		{'mdp.39015063547296'}		Sir John Magills last journey 	1930
Andersen H C Hans Christian	B294	{4849367}		{'inu.39000005913616'}		The snow queen and other tales	1875
Johnston Harry Hamilton Sir	B4232	{3209987}		{'mdp.39015030755410'}		Mrs Warrens daughter a story of the womans movement	1920
Le Fanu Joseph Sheridan	B5098	{4365305, 9432589}	{'Detective and mystery stories', 'Bibliographies', 'Novel'}	{'mdp.49015001064212'}		Wylders hand	1873
Manzoni Alessandro	B5685	{8384925}		{'uc2.ark+=13960=t1dj5bt03'}		I promessi sposi	1834
Reade Charles	B7243	{8370428}		{'mdp.39076005016360', 'mdp.39076005016378', 'mdp.39076005016337', 'mdp.39076005016345', 'mdp.39076005016329', 'mdp.39076005016352', 'mdp.39076005016386', 'mdp.39076005016394'}		Charles Reades works	1884
Leacock Stephen	B4715	{6859072}		{'mdp.39015000638018'}	{'Social life and customs', 'City and town life', 'Canada'}	Sunshine sketches of a little 	1912
Edgar John G John George	B2654	{9430831}		{'njp.32101068177532'}		Runnymede and Lincoln Fair A s	1864
GuicciardiFiastri Virginia	B3025	{8974845}		{'mdp.39015033576516'}		From opposite shores by Virginia GuicciardiFiastri tr from the Italian by Hèléne Antonelli	1914
Patten William	B6446	{6788536}		{'mdp.39015005601268'}	{'Short stories'}	Great short stories	1906
Mackenzie Compton Sir	B5343	{2443389}		{'njp.32101023870874'}		The altar steps	1922
Elliot Frances	B2583	{8522823}		{'nyp.33433075762470'}	{'English fiction'}	The Italians	1875
Hardy Thomas	B3969	{8613500}		{'uiuo.ark+=13960=t6d22mx43', 'uiuo.ark+=13960=t6931j77s', 'uiuo.ark+=13960=t03x8zk9m'}	{'Separation (Psychology)', 'Elopement', 'vFiction', 'Triangles (Interpersonal relations)', 'Fiction in English', 'Wessex (England)'}	A pair of blue eyes	1873
Rowcroft Charles	B6977	{8477160, 4973813}		{'nyp.33433075730030'}	{'English fiction'}	The bush ranger of Van Diemens Land	1855
